Tasa Original,Tasa Actual,Total bps Incrementados,Número de Incrementos,Saldo de Capital,Código Moneda,Saldo de Capital Quetzalizado,Status Mora,Reserva Dinamica,Reserva Especifica,Saldo$,IntAnual$_TasaOriginal,IntAnual$_TasaActual,PE_31.12.2023,PE_30.04.2024,PD_MAX_2024_04_30,LGD_MAX_2024_04_30,VAR_PE,Saldo$Original,Nuevo,PlazoRestante(Dias),PD_Anualizada,LGD_Anualizada,Reserva Especifica$,Brecha_Plazo,Reserva_Específica_JM-93-2005,Reserva_Genérica_JM-93-2005,Total Reservas_JM-93-2005,Var_Reserva_Específica_New,Var_Reserva_Específica_2024,Ab_24,Tasa_Propuesta,bps%,IntAnual_TasaPropuesta,Tasa_Actual%,Tasa_Costo_Oportunidad,FTP,SpreadvsFTP,TIR,Cant.Pagarés,Suma_Asegurada,Flujo_Ingreso,Fujo_Costo,Com_Desembolso,Opex,PE,Rec_Capital,ISR,SegmentoComercial
-0.21703088421039737,-0.241123649668035,-0.18890190986782143,-0.23270221780448816,-0.11529385684899623,0.24532162047906836,-0.13103920928585777,0.11778988420176566,-0.025188144393627612,-0.12021525190306863,-0.18370010811878257,-0.13614898534405645,-0.1370761609875008,-0.09630333881147829,-0.5935343274981105,-0.11845753032552656,-0.35682825535276597,-0.017247390268750783,-0.13768591300850372,0.1343869618718866,-0.012015173255952043,-0.10243202930622645,-0.13444204266260565,-0.6005415744246332,-0.36661440962186687,-0.03724991994936081,-0.13103920927927148,-0.0707870965691289,-0.13240240211589527,-0.13240240211927878,-0.296216656536977,-0.29785272642237487,-0.17834834386803036,-0.2502898716630797,-0.24112364966803437,0.24532162047910291,0.15775642414195282,-0.27323168333461645,-0.2855401011976027,-0.1088743087725394,-0.10295170327448923,-0.13475299800617369,0.1299672192442671,-0.037456861326688476,0.06043077019128312,-0.11206336656820913,-0.13103920928701798,0.13578903795231256,3
-0.9417834497706105,-0.9866760094784633,-0.18890190986782143,-0.23270221780448816,-0.12275053118413645,0.24532162047906836,-0.13483725617077907,0.11778988420176566,-0.0373035251555755,-0.12021525190306863,-0.44578854816407065,-0.14522316299266078,-0.1458869431302579,-0.09630333881147829,-0.5935343274981105,-0.11845753032552656,-0.35682825535276597,-0.017247390268750783,-0.14509936774896467,0.1343869618718866,0.07758530675356526,-0.10289828742397786,-0.13454253654232665,-0.6005415744246332,1.4976387609553061,-0.03724991994936081,-0.1348372561670841,-0.07180216948790849,-0.1310380647841753,-0.1310380647892839,-1.103715638723691,-1.1063209562404994,-0.17834834386803036,-0.5642813512435753,-0.9866760094784628,0.24532162047910291,0.24266674544037695,-1.0536838371618378,-0.2984851522548477,-0.1088743087725394,-0.10295170327448923,-0.13916473341032937,0.1319850888260764,-0.037456861326688476,0.06043077019128312,-0.11207850365621812,-0.13483725616988146,0.14027050269227356,3
-0.21703088421039737,-0.241123649668035,-0.18890190986782143,-0.23270221780448816,-0.13054848339341146,0.24532162047906836,-0.13880913247461996,0.11778988420176566,-0.044382105255493104,-0.12021525190306863,-0.7198722803470482,-0.15010458873624757,-0.15062667607778338,-0.09630333881147829,-0.5935343274981105,-0.11845753032552656,-0.35682825535276597,-0.017247390268750783,-0.14988224177722684,0.1343869618718866,-0.2778788926284542,-0.10338588529310402,-0.1346476298366473,-0.6005415744246332,-0.36661440962186687,-0.03724991994936081,-0.1388091324694123,-0.07286370037215664,-0.12961128431613295,-0.12961128432026184,-0.296216656536977,-0.29785272642237487,-0.17834834386803036,-0.7331920945688261,-0.24112364966803437,0.24532162047910291,-0.09418975189811662,-0.2614367638929245,0.3947195842088162,-0.1088743087725394,-0.10295170327448923,-0.14245049049701602,0.13465047604805205,-0.037456861326688476,0.06043077019128312,-0.11209433354025578,-0.13880913247423607,0.1285169818994305,3
-0.21703088421039737,-0.241123649668035,-0.18890190986782143,-0.23270221780448816,-0.12051736172469951,0.24532162047906836,-0.13369979435768295,0.11778988420176566,-0.035191253064017075,-0.12021525190306863,-0.3672967336111371,-0.14092767737957296,-0.1417161422709552,-0.09630333881147829,-0.5935343274981105,-0.11845753032552656,-0.35682825535276597,-0.017247390268750783,-0.1431862181384032,0.1343869618718866,0.07758530675356526,-0.10275864965223781,-0.13451244003378737,-0.6005415744246332,1.4976387609553061,-0.03724991994936081,-0.13369979435311283,-0.07149816937479427,-0.13144666469408867,-0.13144666469830743,-0.296216656536977,-0.29785272642237487,-0.17834834386803036,-0.41564574640971763,-0.24112364966803437,0.24532162047910291,0.24266674544037695,-0.27720677998114734,-0.11745798110007513,-0.1088743087725394,-0.10295170327448923,-0.1370763297330618,0.13138076516649405,-0.037456861326688476,0.06043077019128312,-0.1120739703104954,-0.13369979435912188,0.13814909092133013,3
-0.21703088421039737,-0.241123649668035,-0.18890190986782143,-0.23270221780448816,-0.12945029285620255,0.24532162047906836,-0.1382497706248956,0.11778988420176566,-0.04830729567519682,-0.1146986896478231,-0.681272895326883,-0.149099915726356,-0.14965116563952077,-0.09628339376410432,1.2263527121217221,-0.11845753032552656,-0.35682825535276597,-0.01725243632122088,-0.1455776551525343,0.1343869618718866,-0.233813082787708,-0.10331721657714282,-0.13463282948162372,0.8719528234030104,-0.36661440962186687,-0.03724991994936081,-0.13824977061967542,-0.07271420430687943,-0.11937036123058434,-0.11937036123359944,-0.296216656536977,-0.29785272642237487,-0.17834834386803036,-0.6984276479063825,-0.24112364966803437,0.24532162047910291,-0.05243037356293553,-0.26339173900364127,0.23787234869642304,-0.1088743087725394,-0.10295170327448923,-0.14208414725905588,0.1344275879491358,-0.037456861326688476,0.06043077019128312,-0.11209210420764022,-0.13824977062702545,0.12814484845317528,3
0.8700979641299222,0.8772048900476074,-0.18890190986782143,-0.23270221780448816,-0.12520078352361175,0.24532162047906836,-0.1360852888522332,0.11778988420176566,-0.04719971979187793,-0.11229926023071526,-0.5319104284680719,-0.14235084370779977,-0.1430979984519219,-0.09627590935582764,1.8070831454377827,-0.11845753032552656,-0.35682825535276597,-0.017251172109968897,-0.14509936774896467,0.1343869618718866,0.25825512710062476,-0.10305149916270828,-0.13457555868500376,1.5124144390959846,1.4976387609553061,-0.03724991994936081,-0.13608528884714152,-0.07213572097178912,-0.11560620087293985,-0.1156062008746492,0.9150318167430936,0.9148496183048116,-0.17834834386803036,-0.46489121177238923,0.8772048900476079,0.24532162047910291,0.41387895266531016,0.8794934660717295,0.5583258432408816,-0.1088743087725394,-0.10295170327448923,-0.13776825284933517,0.13264815783583325,-0.037456861326688476,0.06043077019128312,-0.11208347768141291,-0.1360852888529652,0.13885195016516444,3
-0.9417834497706105,-0.9866760094784633,-0.18890190986782143,-0.23270221780448816,-0.13356775508828275,0.24532162047906836,-0.14034699438732226,0.11778988420176566,-0.04505020280171922,-0.12021525190306863,-0.8259941483748482,-0.1535967625991555,-0.15401748285964584,-0.09630333881147829,-0.5935343274981105,-0.1252813942505024,-0.35682825535276597,-0.017247390268750783,-0.14749080476309573,0.1343869618718866,-1.0387485425453389,-0.10360110008923669,-0.13468832067450529,-0.6005415744246332,-1.2987409949104534,-0.03724991994936081,-0.1403469943814442,-0.07327471214368987,-0.1290588523742451,-0.12905885237813283,-1.103715638723691,-1.1063209562404994,-0.17834834386803036,-0.8540309056026232,-0.9866760094784628,0.24532162047910291,-0.8152283834225557,-1.0041582280860635,0.06081444108654352,-0.1088743087725394,-0.10295170327448923,-0.14421189069265,0.1356141660070847,-0.037456861326688476,0.06043077019128312,-0.11210132049690726,-0.1403469943883174,0.11521501113685033,3
-0.9417834497706105,-0.9866760094784633,-0.18890190986782143,-0.23270221780448816,-0.1352967990524304,0.24532162047906836,-0.1412276805681543,0.11778988420176566,-0.04734632413352498,-0.12021525190306863,-0.8867668756366257,-0.15493521338654015,-0.1553170825317177,-0.09630333881147829,-0.5935343274981105,-0.1252813942505024,-0.35682825535276597,-0.017247390268750783,-0.14988224177722684,0.1343869618718866,-1.0387485425453389,-0.10370040715747286,-0.1347116230648546,-0.6005415744246332,-1.2987409949104534,-0.03724991994936081,-0.14122768056227128,-0.07351008593408977,-0.12874249160526993,-0.12874249160894002,-1.103715638723691,-1.1063209562404994,-0.17834834386803036,-0.9003449804809373,-0.9866760094784628,0.24532162047910291,-0.8152283834225557,-1.0041582280860635,0.7339044421082785,-0.1088743087725394,-0.10295170327448923,-0.14453725850856072,0.13584811649640083,-0.037456861326688476,0.06043077019128312,-0.1121045445048803,-0.1412276805692868,0.11554552152664473,3
0.8700979641299222,0.8772048900476074,-0.18890190986782143,-0.23270221780448816,-0.12159944277907164,0.24532162047906836,-0.13425095086433403,0.11778988420176566,-0.036278103949242316,-0.12021525190306863,-0.4053299000584324,-0.13829587148376127,-0.13916072961672016,-0.09630333881147829,-0.5935343274981105,-0.11845753032552656,-0.35682825535276597,-0.017247390268750783,-0.14462538493236168,0.1343869618718866,0.07758530675356526,-0.10282631105889432,-0.13452702328071295,-0.6005415744246332,1.4976387609553061,-0.03724991994936081,-0.13425095086295946,-0.07164547246600929,-0.1312486778276239,-0.13124867783275349,0.9150318167430936,0.9148496183048116,-0.17834834386803036,-0.3245780310535297,0.8772048900476079,0.24532162047910291,0.24266674544037695,0.8875088057898883,0.3530134785137458,-0.1088743087725394,-0.10295170327448923,-0.13579678334496784,0.1316735898698049,-0.037456861326688476,0.06043077019128312,-0.11207616694077813,-0.1342509508666184,0.13684932076701187,3
-0.9417834497706105,-0.9866760094784633,-0.18890190986782143,-0.23270221780448816,-0.12970367779724984,0.24532162047906836,-0.1383788318984308,0.11778988420176566,-0.04103258296410401,-0.12021525190306863,-0.6901789115270851,-0.15060558516051026,-0.15111313011465777,-0.09630333881147829,-0.5935343274981105,-0.11845753032552656,-0.35682825535276597,-0.017247390268750783,-0.14749080476309573,0.1343869618718866,-0.6348119523384985,-0.10333306047476386,-0.13463624435998023,-0.6005415744246332,-0.36661440962186687,-0.03724991994936081,-0.13837883189298184,-0.07274869745750823,-0.12976585722100373,-0.12976585722458972,-1.103715638723691,-1.1063209562404994,-0.17834834386803036,-0.7505279474262999,-0.9866760094784628,0.24532162047910291,-0.4324378138646721,-1.022078658560295,0.015360258441615406,-0.1088743087725394,-0.10295170327448923,-0.1426331734696115,0.13447901480631888,-0.037456861326688476,0.06043077019128312,-0.11209261858029418,-0.13837883189757239,0.1287025522577017,3
